"2025-09-11T02:59:03.813449+0000 | INFO | Storage Service客户端初始化完成: http://storage-service:8000"
"2025-09-11T03:04:17.144329+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:04:17.145029+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.001s)"
"2025-09-11T03:04:25.308000+0000 | INFO | 📥 POST http://localhost:8010/api/v1/compliance/check"
"2025-09-11T03:04:25.311340+0000 | INFO | 开始合规检测，内容长度: 47"
"2025-09-11T03:04:25.311823+0000 | INFO | 合规性检测引擎初始化完成"
"2025-09-11T03:04:25.312051+0000 | INFO | 开始合规性检测，内容长度: 47"
"2025-09-11T03:04:25.318470+0000 | ERROR | Storage Service请求异常: Storage Service请求失败: 404"
"2025-09-11T03:04:25.318797+0000 | ERROR | 获取敏感词列表失败: Storage Service请求异常: Storage Service请求失败: 404"
"2025-09-11T03:04:25.319715+0000 | INFO | 合规性检测完成，风险评分: 0，违规数: 0"
"2025-09-11T03:04:25.319884+0000 | INFO | 保存合规检测结果: 3f9a1a22-e736-4c69-b429-9d231a4f7462"
"2025-09-11T03:04:25.321380+0000 | ERROR | Storage Service请求异常: Storage Service请求失败: 404"
"2025-09-11T03:04:25.321569+0000 | WARNING | 保存合规检测结果失败: Storage Service请求异常: Storage Service请求失败: 404"
"2025-09-11T03:04:25.322194+0000 | INFO | 📤 POST http://localhost:8010/api/v1/compliance/check -> 200 (0.014s)"
"2025-09-11T03:04:34.215829+0000 | INFO | 📥 POST http://localhost:8010/api/v1/review/comprehensive-check"
"2025-09-11T03:04:34.222820+0000 | INFO | 📤 POST http://localhost:8010/api/v1/review/comprehensive-check -> 422 (0.007s)"
"2025-09-11T03:04:47.236903+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:04:47.242316+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:05:17.310758+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:05:17.316401+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:05:47.402564+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:05:47.409253+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.007s)"
"2025-09-11T03:06:17.471107+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:06:17.474827+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:06:47.535561+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:06:47.540959+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:06:55.028349+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:06:55.037897+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.010s)"
"2025-09-11T03:06:56.375130+0000 | INFO | 📥 POST http://localhost:8010/api/v1/quality/check"
"2025-09-11T03:06:56.377520+0000 | INFO | 开始质量检测，内容长度: 54"
"2025-09-11T03:06:56.377989+0000 | INFO | 质量检测引擎初始化完成"
"2025-09-11T03:06:56.378178+0000 | INFO | 开始质量检测，内容长度: 54"
"2025-09-11T03:06:56.387737+0000 | INFO | 质量检测完成，总分: 91.8，问题数: 0"
"2025-09-11T03:06:56.388090+0000 | INFO | 保存质量检测结果: e374332d-0498-45ce-9d95-fb93105077db"
"2025-09-11T03:06:56.395894+0000 | ERROR | Storage Service请求异常: Storage Service请求失败: 404"
"2025-09-11T03:06:56.396394+0000 | WARNING | 保存质量检测结果失败: Storage Service请求异常: Storage Service请求失败: 404"
"2025-09-11T03:06:56.397174+0000 | INFO | 📤 POST http://localhost:8010/api/v1/quality/check -> 200 (0.022s)"
"2025-09-11T03:06:56.398364+0000 | INFO | 📥 POST http://localhost:8010/api/v1/compliance/check"
"2025-09-11T03:06:56.399166+0000 | INFO | 开始合规检测，内容长度: 17"
"2025-09-11T03:06:56.399377+0000 | INFO | 合规性检测引擎初始化完成"
"2025-09-11T03:06:56.399553+0000 | INFO | 开始合规性检测，内容长度: 17"
"2025-09-11T03:06:56.400891+0000 | ERROR | Storage Service请求异常: Storage Service请求失败: 404"
"2025-09-11T03:06:56.401489+0000 | ERROR | 获取敏感词列表失败: Storage Service请求异常: Storage Service请求失败: 404"
"2025-09-11T03:06:56.401889+0000 | INFO | 合规性检测完成，风险评分: 0，违规数: 0"
"2025-09-11T03:06:56.402072+0000 | INFO | 保存合规检测结果: e5080ca5-b2ff-4b61-9320-d67d1ba2191c"
"2025-09-11T03:06:56.403701+0000 | ERROR | Storage Service请求异常: Storage Service请求失败: 404"
"2025-09-11T03:06:56.403894+0000 | WARNING | 保存合规检测结果失败: Storage Service请求异常: Storage Service请求失败: 404"
"2025-09-11T03:06:56.404314+0000 | INFO | 📤 POST http://localhost:8010/api/v1/compliance/check -> 200 (0.006s)"
"2025-09-11T03:07:17.630822+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:07:17.653522+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.025s)"
"2025-09-11T03:07:47.717357+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:07:47.722063+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:08:17.794524+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:08:17.798801+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:08:47.859093+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:08:47.864211+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:09:17.951984+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:09:17.955642+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:09:48.029472+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:09:48.037805+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.009s)"
"2025-09-11T03:10:18.101014+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:10:18.106159+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:10:48.178943+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:10:48.189338+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.011s)"
"2025-09-11T03:11:18.256185+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:11:18.260006+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:11:48.343914+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:11:48.353569+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.010s)"
"2025-09-11T03:12:18.455959+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:12:18.461712+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:12:48.521526+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:12:48.525363+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:13:18.598224+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:13:18.604128+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.007s)"
"2025-09-11T03:13:48.695237+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:13:48.707332+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.013s)"
"2025-09-11T03:14:18.782518+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:14:18.787731+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:14:48.832097+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:14:48.835252+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:15:18.927083+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:15:18.931009+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:15:48.992474+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:15:49.004081+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.012s)"
"2025-09-11T03:16:19.063613+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:16:19.068333+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:16:49.156632+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:16:49.164491+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.008s)"
"2025-09-11T03:17:19.217363+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:17:19.221168+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:17:49.263080+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:17:49.267530+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:18:19.326623+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:18:19.330890+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:18:49.399326+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:18:49.405085+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:19:19.452330+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:19:19.458708+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.007s)"
"2025-09-11T03:19:49.509585+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:19:49.514637+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:20:19.590824+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:20:19.596030+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:20:49.677989+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:20:49.683912+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:21:19.764182+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:21:19.770283+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:21:49.840213+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:21:49.854993+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.015s)"
"2025-09-11T03:22:19.931298+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:22:19.936369+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:22:50.001326+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:22:50.014851+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.014s)"
"2025-09-11T03:23:20.068729+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:23:20.072880+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:23:50.128479+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:23:50.134535+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:24:20.175807+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:24:20.180010+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:24:50.244809+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:24:50.248787+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:25:20.308006+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:25:20.313120+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:25:50.448776+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:25:50.452912+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:26:20.516813+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:26:20.521378+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:26:50.576557+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:26:50.580579+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:27:20.630675+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:27:20.635295+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:27:50.683853+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:27:50.688744+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:28:20.733286+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:28:20.736606+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:28:50.783390+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:28:50.788676+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:29:20.863616+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:29:20.867866+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:29:50.938680+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:29:50.945124+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.007s)"
"2025-09-11T03:30:21.015486+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:30:21.022654+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.008s)"
"2025-09-11T03:30:51.096316+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:30:51.108040+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.012s)"
"2025-09-11T03:31:21.176391+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:31:21.181618+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:31:51.261454+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:31:51.267641+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:32:21.328272+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:32:21.341948+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.014s)"
"2025-09-11T03:32:51.382737+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:32:51.386408+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:33:21.432733+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:33:21.436519+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:33:51.498634+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:33:51.504259+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:34:21.554764+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:34:21.574307+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.021s)"
"2025-09-11T03:34:51.649908+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:34:51.655816+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.007s)"
"2025-09-11T03:35:21.721532+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:35:21.725814+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:35:51.785043+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:35:51.790494+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:36:21.861900+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:36:21.868260+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.007s)"
"2025-09-11T03:36:51.938485+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:36:51.945832+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.008s)"
"2025-09-11T03:37:22.027149+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:37:22.031587+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:37:52.102945+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:37:52.109391+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.007s)"
"2025-09-11T03:38:22.187941+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:38:22.212169+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.025s)"
"2025-09-11T03:38:52.250250+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:38:52.254366+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:39:22.312358+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:39:22.317664+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:39:52.365950+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:39:52.370491+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:40:22.440577+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:40:22.444891+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:40:52.939380+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:40:52.947538+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.010s)"
"2025-09-11T03:41:23.023926+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:41:23.028006+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:41:53.103607+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:41:53.110882+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.008s)"
"2025-09-11T03:42:23.187754+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:42:23.193562+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:42:53.233563+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:42:53.237007+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:43:23.310726+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:43:23.317294+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.007s)"
"2025-09-11T03:43:53.375273+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:43:53.379320+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:44:23.428951+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:44:23.432754+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:44:53.490049+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:44:53.493717+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:45:23.551360+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:45:23.560339+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.009s)"
"2025-09-11T03:45:53.621963+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:45:53.625765+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:46:23.673692+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:46:23.677148+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:46:53.728290+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:46:53.733697+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:47:23.780739+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:47:23.784816+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:47:53.835805+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:47:53.840931+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:48:23.906994+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:48:23.912459+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:48:53.957039+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:48:53.961183+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:49:24.010377+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:49:24.013956+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:49:54.072746+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:49:54.077533+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:50:24.160241+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:50:24.167821+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.008s)"
"2025-09-11T03:50:54.250396+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:50:54.257122+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.007s)"
"2025-09-11T03:51:24.336821+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:51:24.342586+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:51:54.407011+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:51:54.413180+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:52:24.484339+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:52:24.490499+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.007s)"
"2025-09-11T03:52:54.532293+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:52:54.538415+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.006s)"
"2025-09-11T03:53:24.600677+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:53:24.604756+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.004s)"
"2025-09-11T03:53:54.665495+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:53:54.670346+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
"2025-09-11T03:54:24.722392+0000 | INFO | 📥 GET http://localhost:8010/health"
"2025-09-11T03:54:24.727072+0000 | INFO | 📤 GET http://localhost:8010/health -> 200 (0.005s)"
